Wall time,Step,Value
1690910508.4136596,49,0.9537312984466553
1690910508.984661,99,0.669242262840271
1690910509.5346599,149,0.6687901020050049
1690910510.0906596,199,0.5413018465042114
1690910525.6766582,249,0.4943094253540039
1690910526.346661,299,0.42683273553848267
1690910526.8946612,349,0.42334192991256714
1690910527.459659,399,0.3583756983280182
1690910528.0026615,449,0.36007997393608093
1690910542.1176608,499,0.3447529077529907
1690910542.7486591,549,0.3554823696613312
1690910543.310661,599,0.3892941474914551
1690910543.8596592,649,0.39301422238349915
1690910544.4306614,699,0.2750445008277893
1690910558.370704,749,0.33954188227653503
1690910558.9666998,799,0.38230574131011963
1690910559.5437021,849,0.3678401708602905
1690910560.1236987,899,0.30224519968032837
1690910560.7256992,949,0.34415963292121887
1690910574.453792,999,0.32005321979522705
1690910575.027785,1049,0.27432942390441895
1690910575.603786,1099,0.3298965394496918
1690910576.1797879,1149,0.30526450276374817
1690910576.7537854,1199,0.2290642112493515
1690910590.5237844,1249,0.24368004500865936
1690910591.2287836,1299,0.31319746375083923
1690910591.8127847,1349,0.24648027122020721
1690910592.3867857,1399,0.29942917823791504
1690910592.968786,1449,0.2811657190322876
1690910606.8767834,1499,0.22740420699119568
1690910607.5007842,1549,0.2408648431301117
1690910608.0477839,1599,0.21018026769161224
1690910608.599783,1649,0.24342742562294006
1690910609.1607883,1699,0.22840861976146698
1690910623.2388291,1749,0.24059540033340454
1690910623.7668307,1799,0.3001481592655182
1690910624.306828,1849,0.330120325088501
1690910624.8808293,1899,0.2307576835155487
1690910638.8143466,1949,0.21097981929779053
1690910639.557344,1999,0.3028854727745056
1690910640.1003451,2049,0.24692748486995697
1690910640.6453462,2099,0.2665156424045563
1690910641.2053444,2149,0.2023043930530548
1690910655.1169026,2199,0.19627143442630768
1690910655.8389032,2249,0.2568089962005615
1690910656.4109023,2299,0.23768305778503418
1690910656.977904,2349,0.2262343466281891
1690910657.5579023,2399,0.23102357983589172
